ID,Predicted_Total
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_1_2023_Typhoid,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_2_2023_Typhoid,0.13549041187884672
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_3_2023_Typhoid,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_4_2023_Typhoid,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_5_2023_Typhoid,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_6_2023_Typhoid,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_7_2023_Typhoid,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_8_2023_Typhoid,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_10_2023_Typhoid,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_11_2023_Typhoid,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_12_2023_Typhoid,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_9_2023_Typhoid,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_1_2023_Cholera,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_2_2023_Cholera,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_3_2023_Cholera,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_4_2023_Cholera,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_5_2023_Cholera,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_6_2023_Cholera,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_7_2023_Cholera,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_8_2023_Cholera,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_10_2023_Cholera,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_11_2023_Cholera,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_12_2023_Cholera,0.0
ID_3a11929e-3317-476d-99f7-1bd9fb58f018_9_2023_Cholera,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_1_2023_Diarrhea,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_2_2023_Diarrhea,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_3_2023_Diarrhea,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_4_2023_Diarrhea,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_5_2023_Diarrhea,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_6_2023_Diarrhea,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_7_2023_Diarrhea,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_8_2023_Diarrhea,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_10_2023_Diarrhea,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_11_2023_Diarrhea,0.09330158240573537
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_12_2023_Diarrhea,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_9_2023_Diarrhea,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_1_2023_Dysentery,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_2_2023_Dysentery,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_3_2023_Dysentery,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_4_2023_Dysentery,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_5_2023_Dysentery,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_6_2023_Dysentery,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_7_2023_Dysentery,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_8_2023_Dysentery,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_10_2023_Dysentery,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_11_2023_Dysentery,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_12_2023_Dysentery,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_9_2023_Dysentery,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_1_2023_Intestinal Worms,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_2_2023_Intestinal Worms,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_3_2023_Intestinal Worms,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_4_2023_Intestinal Worms,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_5_2023_Intestinal Worms,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_6_2023_Intestinal Worms,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_7_2023_Intestinal Worms,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_8_2023_Intestinal Worms,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_10_2023_Intestinal Worms,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_11_2023_Intestinal Worms,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_12_2023_Intestinal Worms,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_9_2023_Intestinal Worms,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_1_2023_Malaria,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_2_2023_Malaria,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_3_2023_Malaria,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_4_2023_Malaria,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_5_2023_Malaria,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_6_2023_Malaria,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_7_2023_Malaria,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_8_2023_Malaria,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_10_2023_Malaria,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_11_2023_Malaria,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_12_2023_Malaria,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_9_2023_Malaria,0.15322589144968224
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_1_2023_Schistosomiasis,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_2_2023_Schistosomiasis,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_3_2023_Schistosomiasis,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_4_2023_Schistosomiasis,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_5_2023_Schistosomiasis,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_6_2023_Schistosomiasis,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_7_2023_Schistosomiasis,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_8_2023_Schistosomiasis,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_10_2023_Schistosomiasis,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_11_2023_Schistosomiasis,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_12_2023_Schistosomiasis,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_9_2023_Schistosomiasis,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_1_2023_Typhoid,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_2_2023_Typhoid,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_3_2023_Typhoid,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_4_2023_Typhoid,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_5_2023_Typhoid,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_6_2023_Typhoid,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_7_2023_Typhoid,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_8_2023_Typhoid,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_10_2023_Typhoid,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_11_2023_Typhoid,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_12_2023_Typhoid,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_9_2023_Typhoid,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_1_2023_Cholera,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_2_2023_Cholera,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_3_2023_Cholera,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_4_2023_Cholera,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_5_2023_Cholera,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_6_2023_Cholera,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_7_2023_Cholera,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_8_2023_Cholera,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_10_2023_Cholera,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_11_2023_Cholera,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_12_2023_Cholera,0.0
ID_776a9566-8bcb-4936-83a9-e8ef57834a9f_9_2023_Cholera,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_1_2023_Diarrhea,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_2_2023_Diarrhea,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_3_2023_Diarrhea,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_4_2023_Diarrhea,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_5_2023_Diarrhea,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_6_2023_Diarrhea,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_7_2023_Diarrhea,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_8_2023_Diarrhea,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_10_2023_Diarrhea,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_11_2023_Diarrhea,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_12_2023_Diarrhea,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_9_2023_Diarrhea,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_1_2023_Dysentery,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_2_2023_Dysentery,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_3_2023_Dysentery,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_4_2023_Dysentery,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_5_2023_Dysentery,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_6_2023_Dysentery,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_7_2023_Dysentery,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_8_2023_Dysentery,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_10_2023_Dysentery,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_11_2023_Dysentery,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_12_2023_Dysentery,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_9_2023_Dysentery,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_1_2023_Intestinal Worms,0.08739912055706789
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_2_2023_Intestinal Worms,0.08739912055706789
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_3_2023_Intestinal Worms,0.08739912055706789
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_4_2023_Intestinal Worms,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_5_2023_Intestinal Worms,9.53152303431034
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_6_2023_Intestinal Worms,9.53152303431034
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_7_2023_Intestinal Worms,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_8_2023_Intestinal Worms,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_10_2023_Intestinal Worms,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_11_2023_Intestinal Worms,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_12_2023_Intestinal Worms,0.02465257842507451
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_9_2023_Intestinal Worms,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_1_2023_Malaria,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_2_2023_Malaria,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_3_2023_Malaria,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_4_2023_Malaria,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_5_2023_Malaria,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_6_2023_Malaria,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_7_2023_Malaria,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_8_2023_Malaria,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_10_2023_Malaria,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_11_2023_Malaria,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_12_2023_Malaria,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_9_2023_Malaria,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_1_2023_Schistosomiasis,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_2_2023_Schistosomiasis,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_3_2023_Schistosomiasis,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_4_2023_Schistosomiasis,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_5_2023_Schistosomiasis,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_6_2023_Schistosomiasis,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_7_2023_Schistosomiasis,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_8_2023_Schistosomiasis,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_10_2023_Schistosomiasis,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_11_2023_Schistosomiasis,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_12_2023_Schistosomiasis,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_9_2023_Schistosomiasis,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_1_2023_Typhoid,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_2_2023_Typhoid,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_3_2023_Typhoid,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_4_2023_Typhoid,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_5_2023_Typhoid,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_6_2023_Typhoid,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_7_2023_Typhoid,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_8_2023_Typhoid,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_10_2023_Typhoid,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_11_2023_Typhoid,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_12_2023_Typhoid,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_9_2023_Typhoid,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_1_2023_Cholera,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_2_2023_Cholera,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_3_2023_Cholera,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_4_2023_Cholera,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_5_2023_Cholera,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_6_2023_Cholera,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_7_2023_Cholera,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_8_2023_Cholera,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_10_2023_Cholera,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_11_2023_Cholera,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_12_2023_Cholera,0.0
ID_3b04a772-80cb-421b-a64a-01d098fa7e46_9_2023_Cholera,0.0
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_1_2023_Diarrhea,0.03531032345627384
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_2_2023_Diarrhea,0.03531032345627384
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_3_2023_Diarrhea,0.03531032345627384
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_4_2023_Diarrhea,0.032396468646117324
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_5_2023_Diarrhea,0.032396468646117324
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_6_2023_Diarrhea,0.032396468646117324
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_7_2023_Diarrhea,0.032396468646117324
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_8_2023_Diarrhea,0.032396468646117324
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_10_2023_Diarrhea,0.0341049321958664
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_11_2023_Diarrhea,0.0341049321958664
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_12_2023_Diarrhea,0.0341049321958664
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_9_2023_Diarrhea,0.032396468646117324
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_1_2023_Dysentery,0.03531032345627384
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_2_2023_Dysentery,0.03531032345627384
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_3_2023_Dysentery,0.03531032345627384
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_4_2023_Dysentery,0.032396468646117324
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_5_2023_Dysentery,0.032396468646117324
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_6_2023_Dysentery,0.032396468646117324
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_7_2023_Dysentery,0.032396468646117324
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_8_2023_Dysentery,0.032396468646117324
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_10_2023_Dysentery,0.0341049321958664
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_11_2023_Dysentery,0.0341049321958664
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_12_2023_Dysentery,0.0341049321958664
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_9_2023_Dysentery,0.032396468646117324
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_1_2023_Intestinal Worms,2.539895666191953
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_2_2023_Intestinal Worms,5.024722548694384
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_3_2023_Intestinal Worms,5.024722548694384
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_4_2023_Intestinal Worms,4.288997781191583
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_5_2023_Intestinal Worms,2.5369818113817963
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_6_2023_Intestinal Worms,2.5369818113817963
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_7_2023_Intestinal Worms,2.5369818113817963
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_8_2023_Intestinal Worms,2.5369818113817963
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_10_2023_Intestinal Worms,1.3218415787009532
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_11_2023_Intestinal Worms,2.538690274931545
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_12_2023_Intestinal Worms,2.538690274931545
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_9_2023_Intestinal Worms,2.5369818113817963
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_1_2023_Malaria,1.129882800938003
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_2_2023_Malaria,0.0
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_3_2023_Malaria,0.0
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_4_2023_Malaria,1.1858035780887046
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_5_2023_Malaria,0.0
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_6_2023_Malaria,0.5709798613164898
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_7_2023_Malaria,0.5709798613164898
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_8_2023_Malaria,0.5709798613164898
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_10_2023_Malaria,0.3986715727489189
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_11_2023_Malaria,0.5220741110075414
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_12_2023_Malaria,0.5364547688790419
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_9_2023_Malaria,0.5565992034449894
ID_90ae3848-6fe9-4326-95ee-d7b8679e7494_1_2023_Schistosomiasis,0.5578514177332606
